field_id,lat,lon,date,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,ALLSKY_SFC_SW_DWN,RH2M,WS10M
osm-1424247197,38.03199875332268,-96.56275061903469,2021-01-20,3.02,10.76,-2.16,0.0,10.16,63.79,5.69
osm-1424247197,38.03199875332268,-96.56275061903469,2021-01-21,4.04,11.55,0.04,0.0,11.91,71.46,2.81
osm-1424247197,38.03199875332268,-96.56275061903469,2021-01-22,-0.26,5.03,-3.98,0.0,11.79,63.58,4.77
osm-1424247197,38.03199875332268,-96.56275061903469,2021-01-23,1.3,7.28,-4.63,0.17,5.03,73.84,6.16
osm-1424247197,38.03199875332268,-96.56275061903469,2021-01-24,3.43,5.51,1.3,2.15,5.29,85.65,4.59
osm-1424247197,38.03199875332268,-96.56275061903469,2021-01-25,0.03,1.52,-3.7,23.55,3.31,94.26,4.18
osm-1424247197,38.03199875332268,-96.56275061903469,2021-01-26,-4.54,-1.71,-6.77,0.77,3.86,87.49,4.56
osm-1424247197,38.03199875332268,-96.56275061903469,2021-01-27,-6.29,-2.44,-9.52,0.16,5.55,87.66,3.58
osm-1424247197,38.03199875332268,-96.56275061903469,2021-01-28,-3.24,2.68,-9.33,0.03,8.07,86.06,4.89
osm-1424247197,38.03199875332268,-96.56275061903469,2021-01-29,2.31,7.17,-2.58,0.04,11.12,85.08,7.56
osm-1424247197,38.03199875332268,-96.56275061903469,2021-01-30,5.04,11.46,-0.54,27.66,2.39,92.88,8.01
osm-1424247197,38.03199875332268,-96.56275061903469,2021-01-31,-0.57,3.8,-4.5,0.06,5.68,82.02,7.52
osm-1424247197,38.03199875332268,-96.56275061903469,2021-02-01,0.1,6.74,-4.48,0.01,11.49,82.49,2.56
osm-1424247197,38.03199875332268,-96.56275061903469,2021-02-02,3.05,11.54,-2.92,0.43,13.21,77.39,5.19
osm-1424247197,38.03199875332268,-96.56275061903469,2021-02-03,6.31,14.25,-0.89,0.14,12.96,82.41,6.75
osm-1424247197,38.03199875332268,-96.56275061903469,2021-02-04,2.41,6.78,-2.93,0.01,13.15,67.6,8.32
osm-1424247197,38.03199875332268,-96.56275061903469,2021-02-05,2.15,10.4,-3.27,0.0,14.49,62.61,4.14
osm-1424247197,38.03199875332268,-96.56275061903469,2021-02-06,-3.99,-1.59,-8.74,0.46,4.22,72.01,6.33
osm-1424247197,38.03199875332268,-96.56275061903469,2021-02-07,-6.19,-2.69,-8.85,0.28,3.45,71.18,4.16
osm-1424247197,38.03199875332268,-96.56275061903469,2021-02-08,-9.38,-6.37,-11.4,0.61,1.99,73.11,5.93
osm-1424247197,38.03199875332268,-96.56275061903469,2021-02-09,-9.42,-7.15,-12.2,0.1,5.16,71.77,5.32
osm-1424247197,38.03199875332268,-96.56275061903469,2021-02-10,-8.74,-6.81,-9.89,0.06,3.09,73.09,6.05
osm-1424247197,38.03199875332268,-96.56275061903469,2021-02-11,-9.24,-6.76,-11.24,0.0,6.36,68.52,6.15
osm-1424247197,38.03199875332268,-96.56275061903469,2021-02-12,-12.91,-10.08,-15.18,0.0,6.66,66.86,7.03
osm-1424247197,38.03199875332268,-96.56275061903469,2021-02-13,-14.26,-10.17,-17.2,0.04,14.54,64.48,6.45
osm-1424247197,38.03199875332268,-96.56275061903469,2021-02-14,-16.69,-15.56,-19.32,1.7,7.5,70.12,7.82
osm-1424247197,38.03199875332268,-96.56275061903469,2021-02-15,-19.42,-16.54,-21.68,0.66,12.59,71.29,5.98
osm-1424247197,38.03199875332268,-96.56275061903469,2021-02-16,-15.61,-9.83,-21.0,0.16,16.32,72.99,2.58
osm-1424247197,38.03199875332268,-96.56275061903469,2021-02-17,-9.1,-4.56,-12.51,0.36,14.73,79.15,2.32
osm-1424247197,38.03199875332268,-96.56275061903469,2021-02-18,-7.29,-0.86,-12.27,0.0,13.73,79.93,3.6
osm-1424247197,38.03199875332268,-96.56275061903469,2021-02-19,-4.13,2.12,-11.1,0.0,15.49,78.09,3.84
osm-1424247197,38.03199875332268,-96.56275061903469,2021-02-20,-0.68,6.75,-6.84,0.0,16.67,85.11,5.34
osm-1424247197,38.03199875332268,-96.56275061903469,2021-02-21,2.36,9.39,-1.59,0.01,11.17,76.63,7.15
osm-1424247197,38.03199875332268,-96.56275061903469,2021-02-22,5.33,15.46,-1.72,0.0,16.34,56.24,5.97
osm-1424247197,38.03199875332268,-96.56275061903469,2021-02-23,8.62,19.21,-0.06,0.0,17.57,58.04,4.29
osm-1424247197,38.03199875332268,-96.56275061903469,2021-02-24,4.19,9.89,-0.34,0.0,16.61,63.67,6.93
osm-1424247197,38.03199875332268,-96.56275061903469,2021-02-25,1.45,8.63,-3.3,0.0,8.35,68.0,3.56
osm-1424247197,38.03199875332268,-96.56275061903469,2021-02-26,2.73,10.29,-3.06,0.0,15.26,86.45,4.07
osm-1424247197,38.03199875332268,-96.56275061903469,2021-02-27,7.47,16.26,0.67,0.22,13.68,88.14,6.96
osm-1424247197,38.03199875332268,-96.56275061903469,2021-02-28,3.95,10.15,-2.47,0.08,18.37,70.83,6.82
osm-1424247197,38.03199875332268,-96.56275061903469,2021-03-01,2.93,12.6,-4.09,0.0,18.26,64.34,3.51
osm-1424247197,38.03199875332268,-96.56275061903469,2021-03-02,5.4,15.24,-2.75,0.0,17.3,56.5,4.79
osm-1424247197,38.03199875332268,-96.56275061903469,2021-03-03,7.16,19.07,-2.36,0.0,18.16,57.54,4.38
osm-1424247197,38.03199875332268,-96.56275061903469,2021-03-04,10.07,20.21,1.09,0.99,19.1,69.51,4.36
osm-1424247197,38.03199875332268,-96.56275061903469,2021-03-05,9.28,15.78,5.08,1.08,14.4,83.29,3.27
osm-1424247197,38.03199875332268,-96.56275061903469,2021-03-06,8.86,17.42,3.36,0.0,18.55,75.65,4.4
osm-1424247197,38.03199875332268,-96.56275061903469,2021-03-07,10.08,17.92,2.98,0.0,19.03,57.75,7.93
osm-1424247197,38.03199875332268,-96.56275061903469,2021-03-08,11.8,20.19,3.7,0.0,17.05,60.6,7.84
osm-1424247197,38.03199875332268,-96.56275061903469,2021-03-09,14.89,21.44,8.35,0.0,16.99,71.59,10.99
osm-1424247197,38.03199875332268,-96.56275061903469,2021-03-10,16.97,24.53,8.28,0.48,16.64,63.01,10.54
osm-1424247197,38.03199875332268,-96.56275061903469,2021-03-11,8.47,15.73,1.83,0.55,20.01,60.65,5.23
osm-1424247197,38.03199875332268,-96.56275061903469,2021-03-12,7.7,10.69,6.22,23.89,3.24,86.13,6.19
osm-1424247197,38.03199875332268,-96.56275061903469,2021-03-13,10.17,14.68,5.85,6.94,4.64,91.11,7.31
osm-1424247197,38.03199875332268,-96.56275061903469,2021-03-14,13.18,18.89,6.63,5.33,4.25,75.54,7.22
osm-1424247197,38.03199875332268,-96.56275061903469,2021-03-15,9.41,16.17,4.57,0.06,13.32,74.72,5.66
osm-1424247197,38.03199875332268,-96.56275061903469,2021-03-16,10.56,19.88,3.7,1.5,16.64,79.94,4.61
osm-1424247197,38.03199875332268,-96.56275061903469,2021-03-17,4.25,7.57,1.07,37.44,4.22,90.54,10.06
osm-1424247197,38.03199875332268,-96.56275061903469,2021-03-18,4.18,10.15,-0.34,0.1,16.6,75.36,8.28
osm-1424247197,38.03199875332268,-96.56275061903469,2021-03-19,5.66,13.97,-1.65,0.0,21.83,69.26,3.21
osm-1424247197,38.03199875332268,-96.56275061903469,2021-03-20,7.77,16.86,-0.99,0.0,22.41,68.05,6.11
osm-1424247197,38.03199875332268,-96.56275061903469,2021-03-21,11.47,19.11,4.94,0.01,19.1,71.51,9.04
osm-1424247197,38.03199875332268,-96.56275061903469,2021-03-22,11.44,15.0,7.47,22.74,5.46,87.93,6.9
osm-1424247197,38.03199875332268,-96.56275061903469,2021-03-23,9.45,11.82,4.56,7.86,8.18,85.65,6.11
osm-1424247197,38.03199875332268,-96.56275061903469,2021-03-24,6.92,11.51,2.67,0.11,9.52,80.08,4.54
osm-1424247197,38.03199875332268,-96.56275061903469,2021-03-25,6.63,11.09,3.29,0.16,7.92,84.16,3.35
osm-1424247197,38.03199875332268,-96.56275061903469,2021-03-26,11.34,20.74,2.85,1.02,16.71,78.35,6.44
osm-1424247197,38.03199875332268,-96.56275061903469,2021-03-27,11.34,16.63,5.38,0.21,14.12,74.64,6.34
osm-1424247197,38.03199875332268,-96.56275061903469,2021-03-28,8.83,16.97,0.19,0.0,23.23,62.63,4.0
osm-1424247197,38.03199875332268,-96.56275061903469,2021-03-29,14.55,22.88,6.02,0.0,24.02,54.6,12.3
osm-1424247197,38.03199875332268,-96.56275061903469,2021-03-30,9.67,14.18,4.75,0.0,20.37,44.74,8.36
osm-1424247197,38.03199875332268,-96.56275061903469,2021-03-31,6.19,12.9,0.3,0.0,24.24,51.82,3.85
osm-1424247197,38.03199875332268,-96.56275061903469,2021-04-01,6.51,15.06,-2.44,0.0,25.15,54.34,3.92
osm-1424247197,38.03199875332268,-96.56275061903469,2021-04-02,10.18,19.21,1.47,0.0,24.58,59.58,8.0
osm-1424247197,38.03199875332268,-96.56275061903469,2021-04-03,13.97,23.11,5.52,0.0,24.15,68.18,5.96
osm-1424247197,38.03199875332268,-96.56275061903469,2021-04-04,16.64,24.44,9.37,0.0,21.4,71.35,7.04
osm-1424247197,38.03199875332268,-96.56275061903469,2021-04-05,18.19,24.98,11.69,0.01,23.42,71.85,8.97
osm-1424247197,38.03199875332268,-96.56275061903469,2021-04-06,18.25,24.37,14.5,5.12,6.99,79.61,10.29
osm-1424247197,38.03199875332268,-96.56275061903469,2021-04-07,10.01,16.8,6.34,3.91,5.48,79.55,7.49
osm-1424247197,38.03199875332268,-96.56275061903469,2021-04-08,12.49,20.29,5.58,0.19,21.33,57.35,7.37
osm-1424247197,38.03199875332268,-96.56275061903469,2021-04-09,12.77,22.32,5.89,1.41,18.35,66.3,5.2
osm-1424247197,38.03199875332268,-96.56275061903469,2021-04-10,10.18,18.16,3.29,0.03,22.64,63.37,6.24
osm-1424247197,38.03199875332268,-96.56275061903469,2021-04-11,13.52,25.35,3.3,0.0,24.64,52.6,5.35
osm-1424247197,38.03199875332268,-96.56275061903469,2021-04-12,10.12,15.68,5.49,0.0,19.77,52.07,5.88
osm-1424247197,38.03199875332268,-96.56275061903469,2021-04-13,9.31,14.45,3.65,0.0,20.79,57.15,3.82
osm-1424247197,38.03199875332268,-96.56275061903469,2021-04-14,9.56,16.31,3.01,0.0,25.01,58.15,3.82
osm-1424247197,38.03199875332268,-96.56275061903469,2021-04-15,7.97,13.51,2.41,3.2,20.14,67.79,3.48
osm-1424247197,38.03199875332268,-96.56275061903469,2021-04-16,6.97,9.62,4.05,14.19,4.66,85.73,5.01
osm-1424247197,38.03199875332268,-96.56275061903469,2021-04-17,7.51,13.32,1.61,0.03,10.11,77.14,4.89
osm-1424247197,38.03199875332268,-96.56275061903469,2021-04-18,9.64,16.12,2.95,0.0,20.72,61.13,3.67
osm-1424247197,38.03199875332268,-96.56275061903469,2021-04-19,8.09,15.23,0.69,0.03,25.02,60.53,6.01
osm-1424247197,38.03199875332268,-96.56275061903469,2021-04-20,3.43,8.88,-0.51,2.42,22.33,63.33,5.66
osm-1424247197,38.03199875332268,-96.56275061903469,2021-04-21,4.77,10.88,-2.48,0.0,25.87,60.55,4.24
osm-1424247197,38.03199875332268,-96.56275061903469,2021-04-22,7.13,12.51,0.94,0.54,16.61,65.24,5.24
osm-1424247197,38.03199875332268,-96.56275061903469,2021-04-23,10.17,13.73,7.12,2.91,4.7,92.85,4.25
osm-1424247197,38.03199875332268,-96.56275061903469,2021-04-24,12.87,19.39,7.2,0.81,25.9,68.31,4.8
osm-1424247197,38.03199875332268,-96.56275061903469,2021-04-25,15.77,23.82,8.55,0.0,26.6,70.96,7.72
osm-1424247197,38.03199875332268,-96.56275061903469,2021-04-26,19.3,24.48,13.59,0.0,22.02,75.14,10.29
osm-1424247197,38.03199875332268,-96.56275061903469,2021-04-27,20.07,24.63,15.08,0.0,12.42,79.43,7.48
osm-1424247197,38.03199875332268,-96.56275061903469,2021-04-28,19.37,24.93,14.21,8.73,10.32,83.7,3.47
osm-1424247197,38.03199875332268,-96.56275061903469,2021-04-29,17.09,24.29,10.94,0.18,27.38,64.15,5.49
osm-1424247197,38.03199875332268,-96.56275061903469,2021-04-30,17.96,26.33,9.93,0.0,26.27,52.16,3.07
osm-1424247197,38.03199875332268,-96.56275061903469,2021-05-01,18.69,24.94,11.16,0.0,24.98,69.3,6.9
osm-1424247197,38.03199875332268,-96.56275061903469,2021-05-02,19.07,22.08,16.18,1.99,12.53,84.7,6.1
osm-1424247197,38.03199875332268,-96.56275061903469,2021-05-03,17.69,21.95,14.04,1.04,23.53,75.47,5.79
osm-1424247197,38.03199875332268,-96.56275061903469,2021-05-04,12.85,19.1,7.82,0.58,26.63,55.19,6.89
osm-1424247197,38.03199875332268,-96.56275061903469,2021-05-05,14.09,20.9,5.97,0.29,22.94,51.57,2.89
osm-1424247197,38.03199875332268,-96.56275061903469,2021-05-06,13.52,19.96,8.38,0.13,29.14,58.07,5.34
osm-1424247197,38.03199875332268,-96.56275061903469,2021-05-07,14.75,22.73,7.45,0.72,15.33,62.58,5.62
osm-1424247197,38.03199875332268,-96.56275061903469,2021-05-08,20.91,28.29,12.41,2.26,24.69,73.65,8.57
osm-1424247197,38.03199875332268,-96.56275061903469,2021-05-09,12.39,19.71,6.44,2.19,9.35,67.59,8.12
osm-1424247197,38.03199875332268,-96.56275061903469,2021-05-10,10.82,16.22,7.53,0.64,16.45,70.57,3.03
osm-1424247197,38.03199875332268,-96.56275061903469,2021-05-11,12.39,17.16,7.69,1.96,10.94,72.69,4.57
osm-1424247197,38.03199875332268,-96.56275061903469,2021-05-12,13.01,18.86,7.76,0.15,23.62,66.95,3.83
osm-1424247197,38.03199875332268,-96.56275061903469,2021-05-13,14.19,21.61,5.85,0.25,29.88,54.77,2.37
osm-1424247197,38.03199875332268,-96.56275061903469,2021-05-14,16.81,23.41,9.52,16.03,20.3,70.35,6.15
osm-1424247197,38.03199875332268,-96.56275061903469,2021-05-15,18.65,23.81,14.66,18.84,17.78,85.92,4.44
osm-1424247197,38.03199875332268,-96.56275061903469,2021-05-16,19.19,22.85,15.66,13.78,8.25,90.08,4.51
osm-1424247197,38.03199875332268,-96.56275061903469,2021-05-17,18.73,23.98,13.93,1.83,12.81,82.77,3.38
osm-1424247197,38.03199875332268,-96.56275061903469,2021-05-18,19.16,23.51,14.22,12.12,17.57,86.15,2.91
osm-1424247197,38.03199875332268,-96.56275061903469,2021-05-19,18.81,23.04,16.29,4.84,10.07,89.6,4.01
osm-1424247197,38.03199875332268,-96.56275061903469,2021-05-20,19.24,22.1,16.7,2.4,7.99,91.86,4.27
osm-1424247197,38.03199875332268,-96.56275061903469,2021-05-21,21.79,26.79,17.18,0.81,20.88,82.88,6.68
osm-1424247197,38.03199875332268,-96.56275061903469,2021-05-22,21.44,24.11,18.99,1.38,12.0,86.23,5.83
osm-1424247197,38.03199875332268,-96.56275061903469,2021-05-23,20.85,24.94,17.55,0.94,11.07,86.27,5.1
osm-1424247197,38.03199875332268,-96.56275061903469,2021-05-24,20.77,24.12,16.1,0.55,13.58,83.54,5.72
osm-1424247197,38.03199875332268,-96.56275061903469,2021-05-25,21.37,23.79,19.45,2.03,13.9,89.57,4.38
osm-1424247197,38.03199875332268,-96.56275061903469,2021-05-26,23.26,29.13,17.91,14.84,22.62,82.49,3.92
osm-1424247197,38.03199875332268,-96.56275061903469,2021-05-27,22.09,27.97,13.98,12.47,13.66,84.28,6.45
osm-1424247197,38.03199875332268,-96.56275061903469,2021-05-28,14.52,19.71,9.4,0.0,18.89,71.24,5.26
osm-1424247197,38.03199875332268,-96.56275061903469,2021-05-29,13.51,19.71,7.48,0.01,20.32,74.66,3.58
osm-1424247197,38.03199875332268,-96.56275061903469,2021-05-30,12.94,15.93,9.55,16.98,12.15,90.14,3.18
osm-1424247197,38.03199875332268,-96.56275061903469,2021-05-31,15.49,19.06,12.83,18.3,7.44,91.32,2.36
osm-1424247197,38.03199875332268,-96.56275061903469,2021-06-01,17.08,21.13,11.81,1.49,15.15,82.16,2.33
osm-1424247197,38.03199875332268,-96.56275061903469,2021-06-02,18.95,23.23,13.89,1.66,23.74,74.29,1.32
osm-1424247197,38.03199875332268,-96.56275061903469,2021-06-03,20.46,27.01,12.64,0.01,29.32,72.9,2.16
osm-1424247197,38.03199875332268,-96.56275061903469,2021-06-04,22.89,28.87,15.94,0.69,28.94,75.21,4.68
osm-1424247197,38.03199875332268,-96.56275061903469,2021-06-05,22.54,27.81,17.12,0.41,27.25,76.88,5.22
osm-1424247197,38.03199875332268,-96.56275061903469,2021-06-06,22.41,26.68,18.21,0.93,21.67,83.56,4.43
osm-1424247197,38.03199875332268,-96.56275061903469,2021-06-07,22.84,27.15,18.62,2.57,26.53,85.48,3.84
osm-1424247197,38.03199875332268,-96.56275061903469,2021-06-08,24.5,30.01,18.86,0.37,25.46,80.0,2.55
osm-1424247197,38.03199875332268,-96.56275061903469,2021-06-09,25.24,29.53,20.55,0.27,27.97,84.0,3.1
osm-1424247197,38.03199875332268,-96.56275061903469,2021-06-10,27.03,31.13,22.54,0.5,27.6,81.97,3.72
osm-1424247197,38.03199875332268,-96.56275061903469,2021-06-11,27.36,31.91,23.94,6.12,18.91,85.0,4.89
osm-1424247197,38.03199875332268,-96.56275061903469,2021-06-12,23.98,29.77,18.43,1.51,30.57,68.09,4.52
osm-1424247197,38.03199875332268,-96.56275061903469,2021-06-13,24.4,31.0,17.84,0.0,30.14,63.38,3.38
osm-1424247197,38.03199875332268,-96.56275061903469,2021-06-14,25.72,32.52,17.92,0.0,27.2,58.26,1.73
osm-1424247197,38.03199875332268,-96.56275061903469,2021-06-15,26.85,34.07,18.84,0.59,30.13,60.4,2.15
osm-1424247197,38.03199875332268,-96.56275061903469,2021-06-16,28.04,35.5,20.83,0.0,29.16,59.12,3.78
osm-1424247197,38.03199875332268,-96.56275061903469,2021-06-17,28.55,36.13,21.34,0.0,28.69,56.65,5.91
osm-1424247197,38.03199875332268,-96.56275061903469,2021-06-18,28.98,35.68,22.74,0.0,28.96,57.51,7.55
osm-1424247197,38.03199875332268,-96.56275061903469,2021-06-19,28.58,34.59,23.47,0.92,23.78,63.7,6.14
osm-1424247197,38.03199875332268,-96.56275061903469,2021-06-20,28.9,36.94,22.57,2.69,27.61,60.48,5.87
osm-1424247197,38.03199875332268,-96.56275061903469,2021-06-21,21.45,27.68,17.06,5.94,24.61,56.74,5.14
osm-1424247197,38.03199875332268,-96.56275061903469,2021-06-22,22.99,30.05,15.67,0.0,30.9,53.02,6.32
osm-1424247197,38.03199875332268,-96.56275061903469,2021-06-23,26.29,33.48,18.42,0.5,27.63,66.75,7.99
osm-1424247197,38.03199875332268,-96.56275061903469,2021-06-24,29.74,37.02,24.02,2.98,16.78,68.82,9.18
osm-1424247197,38.03199875332268,-96.56275061903469,2021-06-25,28.7,34.57,23.66,31.24,13.89,74.6,6.86
osm-1424247197,38.03199875332268,-96.56275061903469,2021-06-26,24.96,28.61,21.45,28.04,20.68,78.07,4.06
osm-1424247197,38.03199875332268,-96.56275061903469,2021-06-27,21.74,25.08,18.91,3.97,16.39,83.21,3.24
osm-1424247197,38.03199875332268,-96.56275061903469,2021-06-28,22.49,26.79,18.98,4.14,16.21,83.83,2.43
osm-1424247197,38.03199875332268,-96.56275061903469,2021-06-29,22.99,25.8,20.65,21.52,11.56,90.87,2.43
osm-1424247197,38.03199875332268,-96.56275061903469,2021-06-30,24.25,27.36,21.16,7.92,13.98,89.62,2.43
osm-1424247197,38.03199875332268,-96.56275061903469,2021-07-01,23.63,26.46,21.23,3.39,15.17,86.6,3.54
osm-1424247197,38.03199875332268,-96.56275061903469,2021-07-02,23.91,28.85,19.26,0.03,27.42,77.42,3.61
osm-1424247197,38.03199875332268,-96.56275061903469,2021-07-03,23.82,29.19,17.93,0.48,26.5,70.95,2.74
osm-1424247197,38.03199875332268,-96.56275061903469,2021-07-04,24.46,29.8,18.88,0.01,25.84,70.39,3.53
osm-1424247197,38.03199875332268,-96.56275061903469,2021-07-05,24.75,30.11,18.9,0.49,28.39,72.9,2.95
osm-1424247197,38.03199875332268,-96.56275061903469,2021-07-06,24.98,30.69,18.73,0.0,29.16,66.84,3.03
osm-1424247197,38.03199875332268,-96.56275061903469,2021-07-07,25.06,30.57,20.45,3.39,19.65,74.32,4.13
osm-1424247197,38.03199875332268,-96.56275061903469,2021-07-08,24.33,30.91,16.85,0.0,29.51,71.57,2.76
osm-1424247197,38.03199875332268,-96.56275061903469,2021-07-09,27.67,33.87,21.96,0.65,23.5,70.1,6.39
osm-1424247197,38.03199875332268,-96.56275061903469,2021-07-10,26.21,30.67,21.13,3.59,20.63,74.13,5.16
osm-1424247197,38.03199875332268,-96.56275061903469,2021-07-11,21.8,25.74,18.09,0.54,16.21,71.11,5.45
osm-1424247197,38.03199875332268,-96.56275061903469,2021-07-12,22.73,29.26,15.85,0.05,28.11,64.15,2.87
osm-1424247197,38.03199875332268,-96.56275061903469,2021-07-13,25.83,33.47,16.7,0.49,25.77,67.34,4.91
osm-1424247197,38.03199875332268,-96.56275061903469,2021-07-14,27.7,33.07,22.79,3.42,22.27,63.9,7.99
osm-1424247197,38.03199875332268,-96.56275061903469,2021-07-15,24.63,27.08,22.69,24.57,8.54,84.23,6.14
osm-1424247197,38.03199875332268,-96.56275061903469,2021-07-16,25.23,29.99,20.68,7.27,18.42,82.84,2.44
osm-1424247197,38.03199875332268,-96.56275061903469,2021-07-17,25.47,30.04,21.37,6.99,15.82,84.67,3.1
osm-1424247197,38.03199875332268,-96.56275061903469,2021-07-18,24.48,28.86,20.54,0.64,21.33,78.3,3.54
osm-1424247197,38.03199875332268,-96.56275061903469,2021-07-19,23.75,28.6,18.63,0.05,24.93,73.13,3.41
osm-1424247197,38.03199875332268,-96.56275061903469,2021-07-20,24.03,29.17,18.67,0.0,22.82,71.82,2.8
osm-1424247197,38.03199875332268,-96.56275061903469,2021-07-21,24.45,29.65,19.2,0.0,23.45,68.89,3.04
osm-1424247197,38.03199875332268,-96.56275061903469,2021-07-22,25.64,31.73,19.17,0.0,24.7,63.72,4.56
osm-1424247197,38.03199875332268,-96.56275061903469,2021-07-23,28.02,33.84,21.68,0.0,25.93,65.2,5.15
osm-1424247197,38.03199875332268,-96.56275061903469,2021-07-24,29.88,35.86,24.24,0.19,27.41,63.3,4.01
osm-1424247197,38.03199875332268,-96.56275061903469,2021-07-25,28.57,33.7,24.84,2.44,18.58,70.07,2.13
osm-1424247197,38.03199875332268,-96.56275061903469,2021-07-26,26.68,31.31,22.93,10.4,23.73,82.79,2.86
osm-1424247197,38.03199875332268,-96.56275061903469,2021-07-27,28.16,34.35,21.94,0.71,27.08,69.69,2.13
osm-1424247197,38.03199875332268,-96.56275061903469,2021-07-28,29.31,35.34,22.98,0.0,27.59,66.72,4.02
osm-1424247197,38.03199875332268,-96.56275061903469,2021-07-29,30.16,36.37,23.95,0.0,27.69,62.23,3.55
osm-1424247197,38.03199875332268,-96.56275061903469,2021-07-30,30.28,36.35,23.8,0.0,26.06,54.21,3.64
osm-1424247197,38.03199875332268,-96.56275061903469,2021-07-31,29.79,37.11,23.74,1.96,20.03,61.03,4.31
osm-1424247197,38.03199875332268,-96.56275061903469,2021-08-01,25.0,30.58,20.26,3.06,23.93,59.82,4.17
osm-1424247197,38.03199875332268,-96.56275061903469,2021-08-02,23.18,29.61,16.79,0.57,23.8,56.47,3.14
osm-1424247197,38.03199875332268,-96.56275061903469,2021-08-03,23.44,30.51,15.85,0.0,24.19,62.87,2.55
osm-1424247197,38.03199875332268,-96.56275061903469,2021-08-04,24.34,30.31,17.77,0.0,22.77,59.93,2.94
osm-1424247197,38.03199875332268,-96.56275061903469,2021-08-05,26.53,33.55,21.59,0.04,16.4,59.35,4.77
osm-1424247197,38.03199875332268,-96.56275061903469,2021-08-06,27.29,34.51,20.13,0.0,23.55,64.44,5.62
osm-1424247197,38.03199875332268,-96.56275061903469,2021-08-07,29.25,35.11,23.05,1.24,20.47,58.95,8.13
osm-1424247197,38.03199875332268,-96.56275061903469,2021-08-08,28.19,33.51,23.07,19.94,17.78,69.93,5.93
osm-1424247197,38.03199875332268,-96.56275061903469,2021-08-09,29.65,35.06,24.24,0.08,24.29,66.61,5.24
osm-1424247197,38.03199875332268,-96.56275061903469,2021-08-10,30.38,36.32,25.42,0.56,14.68,61.61,7.28
osm-1424247197,38.03199875332268,-96.56275061903469,2021-08-11,30.57,37.31,25.17,0.78,25.27,57.31,7.84
osm-1424247197,38.03199875332268,-96.56275061903469,2021-08-12,29.88,37.99,23.96,19.18,24.34,59.17,5.52
osm-1424247197,38.03199875332268,-96.56275061903469,2021-08-13,25.06,28.37,22.57,4.04,17.42,81.9,2.67
osm-1424247197,38.03199875332268,-96.56275061903469,2021-08-14,24.96,29.45,21.16,0.05,23.49,73.83,3.74
osm-1424247197,38.03199875332268,-96.56275061903469,2021-08-15,24.39,29.42,19.74,3.39,21.42,71.78,3.59
osm-1424247197,38.03199875332268,-96.56275061903469,2021-08-16,23.65,28.75,19.44,3.7,22.08,79.49,3.18
osm-1424247197,38.03199875332268,-96.56275061903469,2021-08-17,25.19,31.1,19.27,1.44,24.17,73.32,3.93
