field_id,mukey,compname,comppct_r,drainagecl,hzdept_r,hzdepb_r,om_r,ph1to1h2o_r,awc_r,claytotal_r,sandtotal_r,silttotal_r,dbthirdbar_r,cec7_r
osm-1424247197,1382913,Verdigris,90,Well drained,0.0,18.0,3.0,6.5,0.21,23.0,15.0,62.0,1.5,19.6
osm-1424247197,1382913,Verdigris,90,Well drained,18.0,57.0,3.0,6.5,0.21,23.0,15.0,62.0,1.5,19.6
osm-1424247197,1382914,Verdigris,90,Well drained,0.0,57.0,3.0,6.5,0.21,23.0,15.0,62.0,1.5,19.6
osm-1424247197,1382915,Water,100,,,,,,,,,,,
osm-1424247197,2605765,Irwin,85,Moderately well drained,0.0,18.0,3.0,6.5,0.21,33.0,8.0,59.0,1.3,27.2
osm-1424247197,2605765,Irwin,85,Moderately well drained,18.0,76.0,1.0,7.2,0.15,45.0,5.0,50.0,1.35,34.5
osm-1424247197,2605795,Labette,55,Well drained,0.0,18.0,3.0,6.1,0.19,35.0,4.0,61.0,1.2,28.7
osm-1424247197,2605795,Labette,55,Well drained,18.0,33.0,2.0,6.1,0.19,38.0,5.0,57.0,1.25,30.4
osm-1424247197,2605795,Dwight,35,Moderately well drained,0.0,15.0,3.0,6.5,0.22,23.0,7.0,70.0,1.1,19.4
osm-1424247197,2605795,Dwight,35,Moderately well drained,15.0,71.0,1.0,8.0,0.13,53.0,4.0,43.0,1.25,38.3
osm-1424247197,2606010,Dwight,90,Moderately well drained,0.0,15.0,3.0,6.5,0.22,23.0,7.0,70.0,1.1,19.4
osm-1424247197,2606010,Dwight,90,Moderately well drained,15.0,71.0,1.0,8.0,0.13,53.0,4.0,43.0,1.25,38.3
osm-1424247197,2668757,Labette,85,Well drained,0.0,18.0,3.0,6.1,0.19,35.0,4.0,61.0,1.24,28.7
osm-1424247197,2668757,Labette,85,Well drained,18.0,33.0,2.0,6.1,0.19,38.0,5.0,57.0,1.34,30.4
osm-1424247197,2733309,Labette,50,Well drained,0.0,18.0,3.0,6.1,0.19,35.0,4.0,61.0,1.24,28.7
osm-1424247197,2733309,Labette,50,Well drained,18.0,33.0,2.0,6.1,0.19,38.0,5.0,57.0,1.34,30.4
osm-1424247197,2733309,Sogn,40,Somewhat excessively drained,0.0,13.0,4.0,7.5,0.24,35.0,10.0,55.0,1.25,28.1
osm-1424247197,2733309,Sogn,40,Somewhat excessively drained,13.0,18.0,3.5,7.5,0.15,37.0,9.0,54.0,1.31,29.4
osm-1424247197,2733309,Sogn,40,Somewhat excessively drained,18.0,200.0,,,,,,,,
osm-666033354,1382894,Norge,80,Well drained,0.0,20.0,2.0,6.0,0.22,22.0,18.0,60.0,1.38,11.9
osm-666033354,1382894,Norge,80,Well drained,20.0,42.0,1.5,6.0,0.21,31.0,18.0,51.0,1.4,16.6
osm-666033354,1382913,Verdigris,90,Well drained,0.0,18.0,3.0,6.5,0.21,23.0,15.0,62.0,1.5,19.6
osm-666033354,1382913,Verdigris,90,Well drained,18.0,57.0,3.0,6.5,0.21,23.0,15.0,62.0,1.5,19.6
osm-667302408,1382913,Verdigris,90,Well drained,0.0,18.0,3.0,6.5,0.21,23.0,15.0,62.0,1.5,19.6
osm-667302408,1382913,Verdigris,90,Well drained,18.0,57.0,3.0,6.5,0.21,23.0,15.0,62.0,1.5,19.6
osm-667302408,1382914,Verdigris,90,Well drained,0.0,57.0,3.0,6.5,0.21,23.0,15.0,62.0,1.5,19.6
osm-667302408,2605765,Irwin,85,Moderately well drained,0.0,18.0,3.0,6.5,0.21,33.0,8.0,59.0,1.3,27.2
osm-667302408,2605765,Irwin,85,Moderately well drained,18.0,76.0,1.0,7.2,0.15,45.0,5.0,50.0,1.35,34.5
osm-667302408,2605978,Ladysmith,90,Somewhat poorly drained,0.0,20.0,3.0,5.7,0.21,33.0,7.0,60.0,1.3,26.4
osm-667302408,2605978,Ladysmith,90,Somewhat poorly drained,20.0,91.0,2.0,7.0,0.15,47.0,6.0,47.0,1.35,35.4
